jogo_id,genero,plataforma,gratuito,preco,horas_jogo_mes,avaliacao,idade_jogador,num_avaliacoes
448,Estratégia,Mobile,Não,12.39,13.6,60.8,31.0,32
449,Ação,PC,Não,23.9,24.2,50.4,29.0,48
450,Estratégia,Mobile,Não,41.3,31.6,86.5,27.0,57
451,Ação,Mobile,Não,42.16,26.0,,26.0,59
452,Indie,PC,Não,35.82,19.4,65.5,31.0,39
453,Esporte,Console,Sim,0.0,15.6,60.4,30.0,37
454,Ação,Mobile,Sim,0.0,18.1,57.3,27.0,44
455,Ação,Mobile,Não,20.23,9.6,78.2,20.0,32
456,Ação,Mobile,Não,21.74,16.6,65.4,28.0,41
457,Indie,Console,Não,83.29,13.6,47.5,25.0,31
458,RPG,PC,Não,8.52,62.1,95.2,23.0,139
459,Esporte,Mobile,Sim,0.0,18.4,76.9,44.0,35
460,Estratégia,Console,Não,50.76,1.8,57.5,14.0,6
461,Estratégia,Console,Não,10.18,10.8,53.4,32.0,27
462,Ação,PC,Não,16.67,12.4,53.5,19.0,30
463,Indie,Console,Sim,0.0,28.4,63.8,26.0,70
464,RPG,PC,Sim,0.0,20.1,80.8,43.0,47
465,Estratégia,Console,Não,9.42,19.4,,18.0,50
466,Esporte,PC,Não,35.06,37.5,62.4,20.0,72
467,Estratégia,Console,Não,36.59,46.5,86.4,25.0,101
468,Indie,Mobile,Não,33.28,25.4,71.5,19.0,53
469,Ação,Console,Não,14.55,11.5,57.9,31.0,14
470,Estratégia,Console,Não,25.84,11.8,52.9,21.0,30
471,RPG,PC,Não,14.3,34.3,66.0,30.0,83
472,RPG,Mobile,Não,20.09,11.8,71.9,16.0,40
473,Ação,Console,Não,89.31,14.8,66.1,12.0,33
474,Ação,PC,Não,25.98,10.6,65.7,23.0,19
475,Ação,PC,Não,12.03,6.1,60.9,14.0,12
476,RPG,PC,Não,27.34,59.0,93.3,36.0,134
477,RPG,Console,Não,10.9,14.9,59.7,14.0,28
478,Estratégia,Mobile,Não,11.95,41.1,77.8,18.0,80
479,Estratégia,Console,Não,13.14,11.9,72.6,28.0,41
480,RPG,PC,Não,18.79,9.2,73.3,21.0,22
481,RPG,Mobile,Não,43.04,23.9,58.3,14.0,48
482,Ação,PC,Não,34.71,31.5,72.0,39.0,73
483,Estratégia,Mobile,Não,33.58,32.9,82.3,18.0,79
484,RPG,PC,Não,12.69,13.5,80.0,24.0,34
485,Ação,Console,Não,17.73,25.7,86.5,24.0,64
486,RPG,Mobile,Não,28.88,10.0,53.8,30.0,24
487,RPG,PC,Não,16.83,16.5,76.4,28.0,42
488,Ação,Console,Não,20.76,12.5,63.0,19.0,34
489,Estratégia,Mobile,Sim,0.0,11.0,71.0,23.0,25
490,Estratégia,PC,Não,19.9,17.0,72.3,23.0,44
491,Esporte,PC,Não,28.1,5.9,47.2,30.0,21
492,Estratégia,Console,Sim,0.0,29.8,77.8,17.0,67
493,Esporte,PC,Não,22.13,11.1,70.7,39.0,29
494,RPG,PC,Não,49.78,28.8,72.1,20.0,66
495,Esporte,Console,Sim,0.0,7.1,57.0,25.0,22
496,Estratégia,Console,Não,10.17,11.0,47.5,17.0,26
497,RPG,PC,Não,12.66,5.9,64.7,16.0,13
498,Estratégia,PC,Não,14.88,5.7,60.3,19.0,18
499,RPG,Mobile,Não,14.69,8.0,51.5,18.0,20
500,Estratégia,Console,Não,23.24,7.2,56.4,22.0,19
501,Esporte,Mobile,Não,35.47,6.0,60.0,18.0,16
502,Indie,PC,Não,52.1,15.6,59.3,30.0,39
503,Indie,Mobile,Sim,0.0,23.6,69.2,20.0,43
504,Estratégia,Console,Não,18.78,24.5,54.0,19.0,47
505,Estratégia,PC,Não,7.03,2.9,68.9,22.0,7
506,Esporte,Mobile,Não,25.59,12.4,62.6,32.0,25
507,RPG,Console,Não,24.91,11.5,52.0,27.0,20
508,Indie,PC,Não,27.38,37.9,55.6,24.0,75
509,RPG,PC,Não,86.81,12.8,71.9,15.0,28
510,Ação,Console,Sim,0.0,14.7,68.8,17.0,31
511,Ação,PC,Não,39.29,4.2,59.4,16.0,10
512,Indie,PC,Não,13.77,7.8,67.5,34.0,20
513,Ação,PC,Não,18.03,3.9,65.1,29.0,18
514,Ação,PC,Não,23.18,16.4,66.6,19.0,33
515,RPG,PC,Não,15.41,38.7,75.9,21.0,73
516,Ação,Console,Não,33.12,8.0,56.0,19.0,18
517,RPG,PC,Não,30.39,12.9,66.5,19.0,28
518,Esporte,PC,Sim,0.0,7.3,72.0,28.0,24
519,Ação,Console,Não,50.3,9.4,59.7,23.0,22
520,Indie,PC,Não,26.09,16.6,78.2,40.0,40
521,Indie,Console,Não,8.69,51.1,89.0,34.0,103
522,RPG,PC,Não,23.79,37.5,,34.0,73
523,Ação,PC,Sim,0.0,44.9,100.0,30.0,110
524,Estratégia,PC,Não,43.98,29.0,87.3,22.0,62
525,Ação,Console,Não,20.04,12.7,77.7,29.0,19
526,RPG,PC,Não,40.32,11.4,54.7,23.0,37
527,Indie,Mobile,Sim,0.0,8.1,79.6,36.0,17
528,Indie,PC,Sim,0.0,12.6,61.8,28.0,29
529,Esporte,Console,Não,10.5,39.1,76.4,27.0,86
530,RPG,Console,Não,48.11,38.8,58.8,26.0,82
531,Esporte,PC,Sim,0.0,63.7,96.2,37.0,133
532,Esporte,Console,Sim,0.0,17.6,55.8,15.0,43
533,RPG,PC,Não,60.19,5.1,61.7,38.0,10
534,Estratégia,PC,Sim,0.0,22.5,58.0,24.0,59
535,Ação,PC,Não,36.97,51.5,100.0,,109
536,Ação,Console,Não,14.2,42.6,85.5,20.0,92
537,Estratégia,Mobile,Sim,0.0,10.4,,13.0,15
538,Ação,PC,Não,33.84,5.6,49.2,30.0,19
539,Ação,Console,Sim,0.0,5.4,72.2,18.0,14
540,Indie,Console,Não,16.43,8.5,43.9,26.0,25
541,Indie,PC,Não,28.62,9.7,62.7,,18
542,Estratégia,Console,Não,9.0,12.0,56.5,20.0,28
543,Indie,Console,Não,37.33,24.6,65.7,23.0,55
544,Indie,Mobile,Sim,0.0,11.7,57.4,16.0,37
545,Ação,Mobile,Não,30.64,15.9,56.3,22.0,37
546,RPG,PC,Não,17.94,3.6,45.8,43.0,15
547,RPG,PC,Não,20.93,8.1,55.9,30.0,26
548,Ação,Console,Não,15.58,7.8,60.7,23.0,20
549,Esporte,PC,Sim,0.0,3.0,67.3,21.0,20
550,RPG,PC,Não,76.22,11.4,64.5,25.0,30
551,RPG,Mobile,Não,56.32,3.7,67.7,26.0,8
552,Ação,PC,Não,30.35,10.8,48.2,22.0,25
553,Ação,Console,Não,24.16,16.8,61.2,29.0,47
554,Indie,Mobile,Não,40.71,39.6,85.2,18.0,89
555,Ação,PC,Sim,0.0,7.4,62.5,18.0,24
556,Ação,Console,Não,14.91,16.5,57.1,28.0,31
557,Ação,Mobile,Não,23.42,9.0,68.8,17.0,25
558,RPG,Console,Não,8.22,3.4,52.3,30.0,9
559,Estratégia,PC,Não,48.13,39.9,71.9,25.0,82
560,RPG,PC,Não,84.69,17.4,69.8,12.0,38
561,Ação,Mobile,Não,25.74,21.7,68.1,26.0,39
562,Ação,PC,Não,6.86,44.2,76.8,13.0,96
563,Indie,Console,Não,35.35,10.8,56.5,30.0,25
564,Estratégia,PC,Sim,0.0,4.9,48.3,23.0,16
565,Estratégia,PC,Não,16.48,7.3,55.8,38.0,21
566,Esporte,Mobile,Não,35.73,4.4,67.5,32.0,8
567,Esporte,Console,Não,28.58,32.7,76.8,,69
568,Ação,Mobile,Não,18.3,52.8,95.3,11.0,99
569,RPG,PC,Não,16.61,16.7,69.7,20.0,35
570,Estratégia,Console,Não,26.46,25.1,64.5,16.0,60
571,RPG,Mobile,Não,19.19,29.8,58.0,38.0,61
572,Indie,PC,Sim,0.0,46.2,74.4,25.0,104
573,RPG,PC,Não,20.09,51.4,79.8,32.0,119
574,Esporte,Mobile,Não,30.08,2.3,49.6,23.0,13
575,Indie,PC,Não,22.05,9.3,69.4,24.0,18
576,Estratégia,Console,Não,10.51,15.3,72.9,25.0,23
577,Indie,Mobile,Não,44.41,8.3,79.9,33.0,26
578,Estratégia,PC,Sim,0.0,12.2,55.4,27.0,30
579,Indie,PC,Não,18.77,20.7,81.8,18.0,47
580,RPG,PC,Sim,0.0,20.3,81.5,36.0,50
581,RPG,PC,Não,26.81,29.2,70.4,23.0,66
582,Estratégia,PC,Não,34.36,15.6,68.6,22.0,40
583,Ação,Console,Não,48.23,1.0,66.8,10.0,7
584,RPG,PC,Não,16.0,11.4,61.3,29.0,25
585,Indie,Console,Não,34.88,19.3,65.4,26.0,53
586,Estratégia,PC,Não,27.59,30.6,67.7,26.0,63
587,Ação,PC,Não,8.79,27.6,50.3,22.0,63
588,RPG,PC,Não,76.73,14.0,64.0,21.0,31
589,Ação,Console,Não,10.35,8.8,53.9,22.0,17
590,Ação,Console,Sim,0.0,14.5,54.0,28.0,26
591,Indie,PC,Não,31.0,2.7,60.4,29.0,6
592,RPG,Mobile,Não,28.94,9.5,47.6,23.0,22
593,RPG,Console,Não,18.23,34.5,83.0,32.0,63
594,Estratégia,PC,Sim,0.0,14.5,68.1,24.0,29
595,Ação,Mobile,Sim,0.0,19.9,63.3,21.0,50
596,Ação,PC,Não,23.58,4.2,57.0,26.0,16
597,Esporte,PC,Não,17.49,30.5,62.6,15.0,79
598,Estratégia,Console,Não,16.34,13.5,69.9,27.0,34
599,Indie,PC,Não,31.73,19.4,,14.0,40
600,Estratégia,PC,Não,46.83,22.5,70.9,18.0,41
601,RPG,Console,Sim,0.0,29.7,77.3,11.0,75
602,Esporte,PC,Sim,0.0,17.3,59.6,24.0,28
603,Indie,Mobile,Não,25.28,13.7,49.5,36.0,36
604,Esporte,Mobile,Sim,0.0,5.2,66.7,24.0,16
605,Indie,Console,Não,21.01,3.9,63.5,30.0,15
606,Esporte,Console,Sim,0.0,17.0,60.4,41.0,33
607,Indie,Console,Sim,0.0,19.5,70.4,28.0,44
608,Ação,Mobile,Sim,0.0,21.8,79.4,20.0,51
609,Esporte,PC,Sim,0.0,7.5,69.7,21.0,28
610,RPG,PC,Sim,0.0,9.6,55.7,25.0,32
611,Estratégia,Console,Não,9.11,16.8,51.7,21.0,44
612,Esporte,Console,Não,31.65,10.6,49.5,21.0,22
613,Indie,PC,Não,15.04,67.1,92.5,32.0,141
614,Indie,Console,Não,29.41,9.4,73.8,32.0,27
615,Ação,PC,Não,39.2,20.4,,13.0,44
616,Esporte,Mobile,Não,11.44,27.1,65.9,19.0,49
617,Esporte,PC,Não,10.52,28.2,66.4,22.0,74
618,RPG,PC,Sim,0.0,10.4,56.5,29.0,30
619,Ação,PC,Não,30.29,22.6,68.5,33.0,49
620,Ação,PC,Não,19.08,20.6,55.8,44.0,40
621,Esporte,PC,Não,14.01,23.3,78.7,22.0,41
622,RPG,PC,Sim,0.0,16.6,63.7,22.0,31
623,Indie,PC,Não,12.01,27.2,93.6,29.0,50
624,RPG,PC,Não,41.68,18.1,55.3,20.0,34
625,Indie,PC,Não,15.39,4.7,72.1,24.0,14
626,RPG,PC,Não,47.28,17.7,78.1,22.0,43
627,Esporte,PC,Não,19.29,19.3,62.9,10.0,47
628,Ação,PC,Não,13.12,25.9,67.0,26.0,52
629,Estratégia,PC,Não,19.0,17.0,56.9,24.0,33
630,Indie,PC,Sim,0.0,46.9,75.0,34.0,94
631,Indie,PC,Sim,0.0,14.1,63.5,25.0,37
632,Indie,Console,Não,22.15,10.0,61.2,16.0,27
633,Ação,Mobile,Não,40.24,37.6,63.1,23.0,57
634,RPG,Mobile,Não,7.91,13.8,83.9,10.0,25
635,Ação,Console,Não,49.26,15.9,62.2,17.0,36
636,Ação,Console,Sim,0.0,19.3,67.2,29.0,43
637,Esporte,PC,Não,52.0,18.1,60.2,23.0,39
638,Esporte,Console,Sim,0.0,23.2,66.5,31.0,59
639,Esporte,Console,Não,45.08,24.9,66.7,11.0,51
640,Indie,Mobile,Não,10.15,9.3,60.6,23.0,24
641,Esporte,Mobile,Sim,0.0,5.7,58.3,22.0,16
642,Indie,PC,Sim,0.0,6.3,66.0,32.0,16
643,Ação,Console,Não,9.11,34.8,77.9,30.0,75
644,Ação,Mobile,Sim,0.0,12.9,69.1,29.0,38
645,Estratégia,PC,Sim,0.0,26.9,71.1,36.0,57
646,Indie,Mobile,Não,14.96,25.3,72.3,22.0,52
647,Ação,PC,Não,30.74,15.9,62.4,34.0,30
648,Estratégia,Mobile,Não,8.29,7.4,68.5,18.0,14
649,Esporte,Console,Sim,0.0,25.8,73.4,17.0,58
650,Ação,PC,Não,55.89,15.5,62.9,30.0,38
651,RPG,Console,Sim,0.0,5.3,56.5,14.0,13
652,Indie,PC,Sim,0.0,10.7,60.4,29.0,26
653,Esporte,Console,Não,24.49,3.5,57.4,26.0,12
654,Ação,Console,Sim,0.0,11.1,61.2,33.0,29
655,Indie,Console,Não,31.55,16.5,59.9,25.0,51
656,RPG,Mobile,Sim,0.0,14.3,70.5,25.0,32
657,Indie,PC,Sim,0.0,13.0,70.3,29.0,31
658,Ação,PC,Não,15.82,16.4,80.9,20.0,40
659,Estratégia,PC,Não,25.0,22.2,62.9,20.0,48
660,RPG,PC,Sim,0.0,28.4,78.0,28.0,62
661,Ação,PC,Sim,0.0,31.0,56.4,25.0,59
662,Indie,PC,Não,19.42,8.4,67.5,22.0,18
663,Ação,PC,Não,25.63,33.1,61.8,24.0,63
664,Ação,PC,Não,25.04,15.5,55.4,36.0,30
665,RPG,Mobile,Sim,0.0,11.9,65.1,22.0,25
666,Esporte,PC,Não,39.69,6.5,53.3,22.0,17
667,Indie,Mobile,Sim,0.0,21.1,60.8,13.0,43
668,Indie,PC,Sim,0.0,20.5,62.9,25.0,44
669,Ação,PC,Não,20.55,9.9,67.5,30.0,26
670,RPG,Console,Não,30.41,10.1,52.7,31.0,29
671,Ação,PC,Não,6.88,13.9,62.9,26.0,33
672,Estratégia,PC,Não,41.87,11.7,58.6,32.0,17
673,Indie,Console,Sim,0.0,8.1,67.2,30.0,19
674,Esporte,PC,Não,51.01,5.9,66.2,33.0,15
675,Estratégia,PC,Não,18.41,33.4,58.5,32.0,74
676,RPG,Console,Não,23.82,10.6,70.8,36.0,31
677,Indie,PC,Não,77.34,20.4,61.7,24.0,44
678,RPG,Mobile,Não,20.77,23.4,71.2,16.0,57
679,Ação,PC,Sim,0.0,21.2,59.3,30.0,41
680,RPG,Mobile,Sim,0.0,24.2,72.9,30.0,55
681,Ação,Console,Não,31.48,21.0,90.6,36.0,62
682,Ação,Mobile,Sim,0.0,9.1,61.6,34.0,18
683,Ação,Mobile,Não,40.8,12.2,58.2,39.0,26
684,RPG,PC,Não,16.26,32.8,72.6,29.0,69
685,Estratégia,Console,Sim,0.0,10.4,48.0,27.0,32
686,RPG,PC,Sim,0.0,15.5,77.3,15.0,36
687,RPG,Mobile,Não,26.05,22.2,71.1,27.0,48
688,Indie,Console,Não,21.49,40.9,70.1,21.0,91
689,Esporte,PC,Não,37.57,30.8,64.3,26.0,59
690,Estratégia,Mobile,Não,53.67,7.1,59.4,25.0,14
691,Ação,PC,Sim,0.0,20.0,75.4,28.0,47
692,Indie,Console,Não,15.79,18.4,55.7,24.0,41
693,Ação,Console,Sim,0.0,12.3,,32.0,36
694,RPG,PC,Não,82.95,15.8,63.7,10.0,40
695,Indie,Console,Não,29.45,9.1,,26.0,30
696,Estratégia,Mobile,Não,32.72,13.7,59.0,33.0,31
697,Esporte,PC,Sim,0.0,10.5,77.0,38.0,24
698,Estratégia,Console,Sim,0.0,16.7,52.5,30.0,28
699,Esporte,PC,Sim,0.0,12.0,55.6,37.0,34
700,Ação,Console,Não,21.08,43.0,89.4,26.0,78
701,Ação,PC,Não,46.78,17.1,67.2,25.0,33
702,RPG,Mobile,Sim,0.0,14.8,56.8,29.0,29
703,Ação,Mobile,Não,13.9,13.1,71.5,25.0,34
704,Indie,PC,Não,13.29,12.0,71.3,20.0,28
705,Ação,PC,Sim,0.0,5.3,61.2,21.0,17
706,Estratégia,Console,Sim,0.0,26.9,65.6,17.0,66
707,Esporte,Console,Não,45.85,37.6,73.4,29.0,84
708,Esporte,PC,Não,22.62,10.3,63.7,25.0,25
709,RPG,PC,Não,25.08,32.7,62.8,22.0,63
710,RPG,PC,Não,15.03,66.6,100.0,21.0,129
711,Indie,Mobile,Não,41.85,51.6,100.0,29.0,119
712,Esporte,Console,Não,19.53,36.5,74.8,30.0,93
713,Indie,Mobile,Não,20.99,6.0,61.8,17.0,16
714,Indie,Console,Não,35.35,5.9,69.2,16.0,13
715,Esporte,Mobile,Não,21.92,24.2,87.1,32.0,41
716,Ação,PC,Não,21.31,15.6,78.4,15.0,45
717,Estratégia,PC,Não,24.69,2.1,40.6,29.0,5
718,Ação,Mobile,Não,39.54,11.3,58.9,36.0,23
719,Esporte,Mobile,Não,65.88,23.4,73.5,36.0,56
720,Indie,PC,Não,34.86,13.8,58.8,30.0,37
721,Estratégia,PC,Não,39.73,15.7,80.5,30.0,33
722,RPG,Console,Não,21.76,5.9,73.2,41.0,13
723,Ação,PC,Não,16.04,11.2,54.4,10.0,28
724,Indie,PC,Não,36.32,24.2,68.1,22.0,47
725,Ação,Mobile,Não,27.19,10.8,54.7,31.0,20
726,Ação,PC,Não,10.45,34.4,73.9,23.0,64
727,Ação,Console,Não,20.15,15.9,62.5,34.0,38
728,Ação,PC,Sim,0.0,21.0,76.2,25.0,46
729,RPG,PC,Não,18.06,23.9,61.3,26.0,70
730,Estratégia,Console,Não,59.68,23.2,45.4,23.0,52
731,RPG,PC,Não,32.72,6.9,44.7,21.0,21
732,Ação,Console,Não,55.92,8.0,50.5,21.0,22
733,Ação,PC,Não,28.73,2.1,50.4,27.0,10
734,RPG,Mobile,Não,25.76,12.2,64.0,20.0,40
735,Ação,Console,Sim,0.0,7.5,49.8,32.0,12
736,Esporte,Mobile,Não,24.71,10.5,50.4,30.0,28
737,Ação,PC,Sim,0.0,13.2,54.6,33.0,27
738,RPG,PC,Não,10.8,17.5,55.5,17.0,37
739,RPG,PC,Não,17.75,14.0,58.4,13.0,32
740,RPG,Console,Não,20.21,13.8,57.9,25.0,35
741,Ação,PC,Sim,0.0,19.9,73.1,45.0,47
742,Ação,PC,Sim,0.0,15.2,55.2,34.0,31
743,Indie,PC,Não,17.31,28.2,68.7,21.0,52
744,Ação,PC,Não,32.5,15.2,59.2,28.0,37
745,Estratégia,PC,Sim,0.0,41.1,86.9,30.0,91
746,RPG,PC,Não,4.39,6.7,57.6,15.0,10
747,RPG,PC,Sim,0.0,12.0,71.7,35.0,29
748,RPG,Console,Não,46.87,9.2,50.1,24.0,25
749,Esporte,PC,Não,8.94,18.0,65.4,24.0,47
750,Indie,PC,Sim,0.0,6.7,53.8,25.0,20
751,Ação,Console,Sim,0.0,4.3,46.5,33.0,22
752,RPG,Console,Não,15.54,7.8,59.1,20.0,23
753,Ação,PC,Não,24.56,4.6,73.4,13.0,21
754,RPG,Console,Não,11.22,13.3,55.3,27.0,26
755,Esporte,Mobile,Não,65.13,17.5,64.4,11.0,42
756,Ação,Console,Não,23.34,3.7,45.4,23.0,10
757,RPG,Mobile,Sim,0.0,11.5,48.8,33.0,31
758,Indie,Console,Sim,0.0,30.8,66.4,29.0,56
759,Ação,PC,Não,36.48,36.8,73.0,32.0,68
760,RPG,PC,Sim,0.0,25.6,66.7,29.0,57
761,Esporte,Console,Não,16.64,1.2,53.7,42.0,12
762,Ação,Mobile,Não,33.01,16.3,49.9,21.0,36
763,Ação,Console,Sim,0.0,33.2,69.3,28.0,76
764,Ação,PC,Sim,0.0,10.6,65.9,22.0,31
765,Indie,Console,Sim,0.0,5.4,46.0,32.0,16
766,Ação,PC,Não,10.09,31.5,70.7,25.0,68
767,Ação,Console,Não,64.7,34.7,78.5,37.0,69
768,Ação,Console,Não,27.28,15.1,57.0,21.0,44
769,Ação,Console,Não,14.25,5.5,61.4,35.0,14
770,Estratégia,Mobile,Não,16.13,3.2,43.2,29.0,11
771,Ação,Console,Não,7.9,19.3,74.6,25.0,49
772,Estratégia,Console,Não,12.68,9.3,63.9,29.0,26
773,Estratégia,Console,Não,45.14,14.4,64.1,27.0,33
774,Indie,Mobile,Não,93.6,13.3,73.1,27.0,29
775,Ação,Mobile,Não,37.93,7.5,56.5,24.0,23
776,Indie,PC,Não,23.21,3.1,51.3,20.0,11
777,Estratégia,Console,Não,18.93,10.8,73.8,23.0,30
778,Ação,PC,Sim,0.0,16.8,81.6,13.0,48
779,Esporte,Mobile,Não,84.42,17.4,59.2,31.0,51
780,Indie,Console,Não,21.91,8.8,59.3,16.0,24
781,Ação,PC,Sim,0.0,34.2,84.9,23.0,64
782,Indie,PC,Não,56.61,6.0,57.9,30.0,19
783,RPG,PC,Não,8.63,29.2,77.9,31.0,59
784,Estratégia,Console,Sim,0.0,16.4,71.9,,30
785,Indie,PC,Não,16.42,10.9,56.5,24.0,26
786,RPG,PC,Não,23.38,21.1,71.4,28.0,43
787,Indie,Mobile,Não,23.66,12.7,,25.0,33
788,RPG,Console,Sim,0.0,4.2,46.6,34.0,11
789,Esporte,PC,Não,12.85,5.6,49.5,19.0,20
790,Estratégia,PC,Não,28.15,12.1,56.4,11.0,33
791,Ação,Mobile,Sim,0.0,9.8,69.2,31.0,25
792,RPG,Console,Não,24.51,28.7,80.9,21.0,68
793,RPG,Console,Sim,0.0,9.4,67.4,13.0,26
794,Ação,PC,Sim,0.0,9.0,64.4,24.0,28
795,Ação,PC,Não,26.15,8.0,63.5,34.0,16
796,RPG,PC,Não,33.34,7.5,62.0,16.0,16
797,Ação,Console,Não,29.86,7.7,63.3,41.0,16
798,Ação,PC,Não,34.54,4.9,62.2,19.0,15
799,Esporte,PC,Não,57.26,16.9,52.5,26.0,34
800,Esporte,Console,Sim,0.0,13.5,56.0,16.0,36
801,Esporte,Mobile,Sim,0.0,13.1,53.6,25.0,26
802,RPG,Console,Sim,0.0,3.4,67.0,24.0,6
803,Indie,Console,Não,17.12,19.8,81.8,15.0,66
804,Estratégia,Console,Sim,0.0,21.2,48.2,45.0,51
805,Ação,PC,Sim,0.0,39.8,93.0,22.0,70
806,Ação,PC,Sim,0.0,20.4,68.0,22.0,54
807,Esporte,Console,Não,13.99,45.1,91.2,32.0,116
808,Ação,PC,Não,12.03,8.6,64.7,38.0,17
809,Estratégia,Console,Não,9.11,41.2,92.7,33.0,90
810,Indie,Mobile,Não,21.31,20.9,69.4,17.0,35
811,Ação,Mobile,Não,10.16,19.1,54.2,26.0,40
812,Ação,PC,Sim,0.0,12.8,61.7,12.0,28
813,Indie,PC,Não,19.37,10.9,66.2,31.0,20
814,Estratégia,PC,Sim,0.0,9.2,58.6,,28
815,Ação,PC,Não,30.81,42.2,86.2,19.0,84
816,Indie,PC,Não,38.25,12.5,61.9,25.0,28
817,Indie,PC,Não,17.64,21.2,62.4,28.0,49
818,Estratégia,Console,Sim,0.0,24.4,59.9,23.0,59
819,Estratégia,Console,Não,33.87,24.2,66.0,36.0,44
820,Ação,Mobile,Não,15.98,17.0,67.0,30.0,36
821,Ação,PC,Não,15.34,40.7,61.8,30.0,74
822,Estratégia,PC,Não,50.29,20.0,60.0,16.0,40
823,Ação,PC,Não,41.7,9.0,42.4,37.0,13
824,Esporte,PC,Sim,0.0,11.3,56.2,19.0,32
825,Indie,PC,Não,42.75,3.6,67.9,37.0,15
826,Ação,Mobile,Não,7.49,18.3,55.3,39.0,42
827,Estratégia,PC,Sim,0.0,22.4,74.8,29.0,46
828,Ação,PC,Não,31.04,23.8,94.9,32.0,59
829,Indie,Console,Não,44.99,20.9,80.6,10.0,42
830,Ação,Console,Não,30.95,12.9,63.9,24.0,24
831,Estratégia,Console,Não,25.26,14.7,71.5,33.0,37
832,Estratégia,PC,Não,20.8,14.8,51.6,31.0,37
833,RPG,Mobile,Não,30.58,28.8,58.1,16.0,53
834,Esporte,PC,Não,20.35,2.3,56.6,23.0,9
835,Esporte,PC,Sim,0.0,10.3,64.8,10.0,24
836,Estratégia,Console,Não,9.47,6.3,68.6,28.0,23
837,Esporte,Mobile,Não,17.73,51.7,80.9,12.0,109
838,Indie,PC,Sim,0.0,32.6,76.3,33.0,64
839,RPG,Console,Não,16.85,10.6,62.8,33.0,28
840,Estratégia,PC,Sim,0.0,4.4,56.5,22.0,9
841,Ação,PC,Não,14.45,5.6,57.7,29.0,16
842,Esporte,PC,Não,30.01,28.5,64.4,23.0,53
843,Estratégia,Console,Não,15.77,3.5,59.6,27.0,10
844,RPG,PC,Não,21.95,14.9,65.7,17.0,33
845,Ação,Console,Não,40.83,25.5,66.3,29.0,49
846,Indie,PC,Não,16.13,5.1,,14.0,16
847,RPG,Mobile,Não,39.38,14.8,73.1,12.0,40
848,Esporte,Mobile,Não,40.18,10.8,67.6,24.0,28
849,Ação,PC,Sim,0.0,9.7,51.4,24.0,40
850,Indie,PC,Sim,0.0,8.4,60.9,27.0,24
851,Ação,PC,Não,171.53,26.9,62.9,20.0,45
852,Ação,Mobile,Sim,0.0,37.3,78.2,38.0,81
853,Indie,PC,Não,29.81,12.1,54.1,26.0,37
854,Indie,Console,Não,14.5,19.2,78.0,27.0,36
855,Ação,PC,Não,23.14,15.1,71.1,26.0,43
856,RPG,Console,Sim,0.0,2.7,67.0,32.0,12
857,Esporte,Console,Não,68.42,11.7,71.5,29.0,21
858,Indie,Console,Não,59.56,2.2,53.9,28.0,9
859,RPG,Mobile,Não,39.3,10.1,57.2,30.0,31
860,Estratégia,PC,Sim,0.0,14.5,79.4,12.0,33
861,Esporte,Mobile,Não,32.86,24.1,68.0,12.0,61
862,Esporte,PC,Sim,0.0,18.0,53.6,24.0,32
863,Esporte,Console,Não,10.05,27.4,80.5,24.0,62
864,Estratégia,Mobile,Não,28.32,7.3,,29.0,21
865,Ação,Console,Não,33.58,34.2,,25.0,70
866,Indie,Console,Não,42.18,37.3,79.6,29.0,86
867,Indie,PC,Não,33.06,2.0,56.0,16.0,8
868,Esporte,PC,Sim,0.0,3.3,70.7,25.0,12
869,Ação,PC,Não,13.59,14.2,49.7,16.0,29
870,Ação,Console,Não,23.03,9.5,55.4,28.0,25
871,Esporte,Console,Não,9.93,10.7,53.4,12.0,21
872,Ação,PC,Sim,0.0,17.8,45.9,27.0,55
873,Indie,PC,Sim,0.0,28.1,79.7,15.0,64
874,RPG,PC,Sim,0.0,7.0,54.2,22.0,11
875,Esporte,PC,Não,41.41,31.3,81.9,31.0,69
876,Indie,PC,Não,47.7,8.3,63.5,27.0,21
877,RPG,Mobile,Sim,0.0,56.2,94.2,13.0,112
878,RPG,Console,Não,34.96,34.4,71.5,20.0,81
879,Estratégia,PC,Sim,0.0,9.0,53.5,14.0,26
880,Estratégia,Console,Não,8.1,4.5,58.5,13.0,15
881,RPG,Mobile,Não,26.42,8.8,68.6,26.0,23
882,Estratégia,PC,Não,18.49,7.9,59.3,29.0,17
883,Indie,PC,Não,18.84,22.1,61.9,28.0,44
884,RPG,PC,Não,80.25,2.1,45.5,29.0,10
885,Ação,PC,Não,9.82,3.4,58.9,25.0,13
886,RPG,Console,Sim,0.0,21.6,63.0,23.0,54
887,RPG,Mobile,Não,13.51,7.6,58.9,17.0,23
888,Ação,PC,Não,42.31,10.2,59.0,22.0,20
889,Ação,Console,Não,29.34,25.4,66.2,16.0,53
890,Esporte,PC,Sim,0.0,28.9,75.0,19.0,60
891,RPG,Console,Sim,0.0,33.3,80.0,26.0,81
892,Indie,Console,Não,15.5,23.9,87.0,24.0,39
893,Ação,PC,Não,42.79,12.5,69.3,46.0,30
894,Ação,PC,Não,70.99,11.8,76.4,16.0,34
895,Esporte,Console,Não,32.73,10.7,54.1,24.0,28
896,Indie,Mobile,Não,14.32,5.1,43.7,15.0,12
